Country,State,city,place,lastupdate,Avg,Max,Min,Pollutants
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",21-12-2018 03:00:00,65,143,32,CO
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",21-12-2018 03:00:00,38,95,6,OZONE
India,Delhi,Delhi,"Pusa, Delhi - DPCC",21-12-2018 03:00:00,410,475,332,PM2.5
India,Delhi,Delhi,"Pusa, Delhi - DPCC",21-12-2018 03:00:00,381,480,274,PM10
India,Delhi,Delhi,"Pusa, Delhi - DPCC",21-12-2018 03:00:00,114,191,55,NO2
India,Delhi,Delhi,"Pusa, Delhi - DPCC",21-12-2018 03:00:00,14,18,11,NH3
India,Delhi,Delhi,"Pusa, Delhi - DPCC",21-12-2018 03:00:00,16,28,6,SO2
India,Delhi,Delhi,"Pusa, Delhi - DPCC",21-12-2018 03:00:00,108,141,91,CO
India,Delhi,Delhi,"Pusa, Delhi - DPCC",21-12-2018 03:00:00,18,42,1,OZONE
India,Delhi,Delhi,"Pusa, Delhi - IMD",21-12-2018 03:00:00,354,430,250,PM2.5
India,Delhi,Delhi,"Pusa, Delhi - IMD",21-12-2018 03:00:00,269,417,157,PM10
India,Delhi,Delhi,"Pusa, Delhi - IMD",21-12-2018 03:00:00,60,108,34,NO2
India,Delhi,Delhi,"Pusa, Delhi - IMD",21-12-2018 03:00:00,31,85,21,CO
India,Delhi,Delhi,"Pusa, Delhi - IMD",21-12-2018 03:00:00,25,39,15,OZONE
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",21-12-2018 03:00:00,408,493,305,PM2.5
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",21-12-2018 03:00:00,364,493,173,PM10
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",21-12-2018 03:00:00,126,174,60,NO2
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",21-12-2018 03:00:00,10,13,7,NH3
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",21-12-2018 03:00:00,24,41,8,SO2
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",21-12-2018 03:00:00,47,182,10,CO
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",21-12-2018 03:00:00,185,185,51,OZONE
India,Delhi,Delhi,"Rohini, Delhi - DPCC",21-12-2018 03:00:00,421,500,311,PM2.5
India,Delhi,Delhi,"Rohini, Delhi - DPCC",21-12-2018 03:00:00,372,500,187,PM10
India,Delhi,Delhi,"Rohini, Delhi - DPCC",21-12-2018 03:00:00,82,178,19,NO2
India,Delhi,Delhi,"Rohini, Delhi - DPCC",21-12-2018 03:00:00,19,23,12,NH3
India,Delhi,Delhi,"Rohini, Delhi - DPCC",21-12-2018 03:00:00,28,39,13,SO2
India,Delhi,Delhi,"Rohini, Delhi - DPCC",21-12-2018 03:00:00,64,146,27,CO
India,Delhi,Delhi,"Rohini, Delhi - DPCC",21-12-2018 03:00:00,50,119,2,OZONE
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",21-12-2018 03:00:00,393,456,302,PM2.5
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",21-12-2018 03:00:00,81,154,22,NO2
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",21-12-2018 03:00:00,12,21,7,SO2
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",21-12-2018 03:00:00,79,196,9,CO
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",21-12-2018 03:00:00,28,60,7,OZONE
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",21-12-2018 03:00:00,361,428,244,PM2.5
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",21-12-2018 03:00:00,392,500,264,PM10
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",21-12-2018 03:00:00,69,125,43,NO2
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",21-12-2018 03:00:00,6,12,3,NH3
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",21-12-2018 03:00:00,25,30,23,SO2
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",21-12-2018 03:00:00,42,164,19,CO
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",21-12-2018 03:00:00,37,47,28,OZONE
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",21-12-2018 03:00:00,401,498,307,PM2.5
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",21-12-2018 03:00:00,305,436,164,PM10
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",21-12-2018 03:00:00,82,148,42,NO2
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",21-12-2018 03:00:00,11,13,9,NH3
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",21-12-2018 03:00:00,14,25,7,SO2
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",21-12-2018 03:00:00,103,188,71,CO
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",21-12-2018 03:00:00,48,113,7,OZONE
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",21-12-2018 03:00:00,359,429,257,PM2.5
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",21-12-2018 03:00:00,247,371,147,PM10
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",21-12-2018 03:00:00,50,69,30,NO2
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",21-12-2018 03:00:00,8,17,3,NH3
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",21-12-2018 03:00:00,13,23,6,SO2
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",21-12-2018 03:00:00,58,108,32,CO
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC",21-12-2018 03:00:00,49,80,8,OZONE
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",21-12-2018 03:00:00,390,449,332,PM2.5
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",21-12-2018 03:00:00,339,455,223,PM10
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",21-12-2018 03:00:00,72,91,52,NO2
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",21-12-2018 03:00:00,14,17,10,NH3
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",21-12-2018 03:00:00,15,24,7,SO2
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",21-12-2018 03:00:00,69,128,50,CO
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",21-12-2018 03:00:00,52,144,3,OZONE
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",21-12-2018 03:00:00,431,500,317,PM2.5
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",21-12-2018 03:00:00,413,500,229,PM10
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",21-12-2018 03:00:00,101,144,72,NO2
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",21-12-2018 03:00:00,19,22,15,NH3
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",21-12-2018 03:00:00,26,34,17,SO2
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",21-12-2018 03:00:00,95,112,65,CO
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",21-12-2018 03:00:00,35,78,3,OZONE
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",21-12-2018 03:00:00,223,337,99,PM2.5
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",21-12-2018 03:00:00,95,188,37,NO2
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",21-12-2018 03:00:00,84,122,38,SO2
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",21-12-2018 03:00:00,24,46,16,CO
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",21-12-2018 03:00:00,NA,NA,NA,OZONE
India,Haryana,Faridabad,"Sector- 16A, Faridabad, Haryana - HSPCB",21-12-2018 03:00:00,377,465,227,PM2.5
India,Haryana,Faridabad,"Sector- 16A, Faridabad, Haryana - HSPCB",21-12-2018 03:00:00,114,181,38,NO2
India,Haryana,Faridabad,"Sector- 16A, Faridabad, Haryana - HSPCB",21-12-2018 03:00:00,22,37,14,SO2
India,Haryana,Faridabad,"Sector- 16A, Faridabad, Haryana - HSPCB",21-12-2018 03:00:00,69,123,28,CO
India,Haryana,Faridabad,"Sector- 16A, Faridabad, Haryana - HSPCB",21-12-2018 03:00:00,53,88,1,OZONE
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",21-12-2018 03:00:00,NA,NA,NA,PM2.5
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",21-12-2018 03:00:00,NA,NA,NA,PM10
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",21-12-2018 03:00:00,NA,NA,NA,NO2
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",21-12-2018 03:00:00,NA,NA,NA,CO
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",21-12-2018 03:00:00,NA,NA,NA,OZONE
India,Haryana,Gurugram,"Vikas Sadan, Gurugram, Haryana - HSPCB",21-12-2018 03:00:00,229,312,134,PM2.5
India,Haryana,Gurugram,"Vikas Sadan, Gurugram, Haryana - HSPCB",21-12-2018 03:00:00,131,249,33,NO2
India,Haryana,Gurugram,"Vikas Sadan, Gurugram, Haryana - HSPCB",21-12-2018 03:00:00,16,34,2,SO2
India,Haryana,Gurugram,"Vikas Sadan, Gurugram, Haryana - HSPCB",21-12-2018 03:00:00,20,88,3,CO
India,Haryana,Gurugram,"Vikas Sadan, Gurugram, Haryana - HSPCB",21-12-2018 03:00:00,48,98,9,OZONE
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",21-12-2018 03:00:00,265,451,78,PM2.5
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",21-12-2018 03:00:00,207,500,81,PM10
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",21-12-2018 03:00:00,25,42,11,NO2
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",21-12-2018 03:00:00,6,11,2,NH3
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",21-12-2018 03:00:00,2,3,1,SO2
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",21-12-2018 03:00:00,26,123,13,CO
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",21-12-2018 03:00:00,30,55,1,OZONE
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",21-12-2018 03:00:00,149,306,30,PM2.5
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",21-12-2018 03:00:00,28,36,22,NO2
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",21-12-2018 03:00:00,7,16,2,SO2
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",21-12-2018 03:00:00,34,62,16,CO
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB",21-12-2018 03:00:00,35,65,20,OZONE
India,Haryana,Rohtak,"MD University, Rohtak, Haryana - HSPCB",21-12-2018 03:00:00,121,216,40,PM2.5
India,Haryana,Rohtak,"MD University, Rohtak, Haryana - HSPCB",21-12-2018 03:00:00,11,13,8,SO2
India,Haryana,Rohtak,"MD University, Rohtak, Haryana - HSPCB",21-12-2018 03:00:00,52,112,3,CO
India,Haryana,Rohtak,"MD University, Rohtak, Haryana - HSPCB",21-12-2018 03:00:00,20,34,4,OZONE
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",21-12-2018 03:00:00,321,500,193,PM10
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",21-12-2018 03:00:00,10,11,8,NO2
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",21-12-2018 03:00:00,2,2,2,NH3
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",21-12-2018 03:00:00,61,125,5,SO2
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",21-12-2018 03:00:00,26,43,3,OZONE
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",21-12-2018 03:00:00,130,260,6,PM2.5
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",21-12-2018 03:00:00,22,36,11,NO2
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",21-12-2018 03:00:00,17,20,14,SO2
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",21-12-2018 03:00:00,37,80,7,CO
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",21-12-2018 03:00:00,67,114,43,OZONE
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,93,132,70,PM2.5
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,98,131,65,PM10
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,79,121,42,NO2
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,4,4,3,NH3
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,8,12,5,SO2
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,266,266,13,OZONE
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",21-12-2018 03:00:00,105,153,60,PM10
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",21-12-2018 03:00:00,47,96,14,NO2
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",21-12-2018 03:00:00,9,13,5,SO2
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB",21-12-2018 03:00:00,69,81,58,CO
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",21-12-2018 03:00:00,NA,NA,NA,PM2.5
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",21-12-2018 03:00:00,NA,NA,NA,PM10
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",21-12-2018 03:00:00,NA,NA,NA,NO2
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",21-12-2018 03:00:00,NA,NA,NA,NH3
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",21-12-2018 03:00:00,NA,NA,NA,SO2
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",21-12-2018 03:00:00,34,35,32,CO
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",21-12-2018 03:00:00,46,48,43,OZONE
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,67,92,54,PM2.5
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,82,123,54,PM10
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,30,83,10,NO2
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,2,3,2,NH3
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,4,5,2,SO2
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,31,63,17,CO
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",21-12-2018 03:00:00,195,195,37,OZONE
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",21-12-2018 03:00:00,107,210,73,PM2.5
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",21-12-2018 03:00:00,185,332,72,PM10
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",21-12-2018 03:00:00,80,151,20,NO2
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",21-12-2018 03:00:00,3,4,2,NH3
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",21-12-2018 03:00:00,4,5,2,SO2
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",21-12-2018 03:00:00,72,122,14,CO
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",21-12-2018 03:00:00,85,114,7,OZONE
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",21-12-2018 03:00:00,66,139,35,PM2.5
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",21-12-2018 03:00:00,40,76,28,NO2
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",21-12-2018 03:00:00,10,17,7,NH3
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",21-12-2018 03:00:00,15,77,2,SO2
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",21-12-2018 03:00:00,41,74,25,CO
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",21-12-2018 03:00:00,46,57,37,PM10
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",21-12-2018 03:00:00,35,92,10,NO2
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",21-12-2018 03:00:00,1,2,1,SO2
India,Karnataka,Bengaluru,"Sanegurava Halli, Bengaluru - KSPCB",21-12-2018 03:00:00,32,63,20,CO
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",21-12-2018 03:00:00,67,90,50,PM2.5
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",21-12-2018 03:00:00,82,118,55,PM10
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",21-12-2018 03:00:00,34,60,18,NO2
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",21-12-2018 03:00:00,6,7,5,NH3
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",21-12-2018 03:00:00,3,7,1,SO2
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",21-12-2018 03:00:00,16,57,6,CO
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",21-12-2018 03:00:00,78,167,27,OZONE
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",21-12-2018 03:00:00,59,119,36,PM2.5
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",21-12-2018 03:00:00,67,123,45,PM10
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",21-12-2018 03:00:00,47,56,44,NO2
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",21-12-2018 03:00:00,2,3,2,NH3
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",21-12-2018 03:00:00,9,15,4,SO2
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",21-12-2018 03:00:00,19,27,15,CO
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",21-12-2018 03:00:00,21,29,17,OZONE
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",21-12-2018 03:00:00,63,143,30,PM2.5
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",21-12-2018 03:00:00,82,183,39,PM10
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",21-12-2018 03:00:00,33,105,15,NO2
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",21-12-2018 03:00:00,1,2,1,NH3
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",21-12-2018 03:00:00,1,3,1,SO2
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",21-12-2018 03:00:00,26,80,16,CO
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",21-12-2018 03:00:00,49,66,3,OZONE
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",21-12-2018 03:00:00,139,227,92,PM2.5
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",21-12-2018 03:00:00,99,129,75,PM10
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",21-12-2018 03:00:00,12,35,1,NO2
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",21-12-2018 03:00:00,1,2,1,NH3
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",21-12-2018 03:00:00,32,61,6,SO2
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",21-12-2018 03:00:00,110,117,105,CO
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",21-12-2018 03:00:00,76,114,28,OZONE
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",21-12-2018 03:00:00,85,159,38,PM2.5
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",21-12-2018 03:00:00,98,164,54,PM10
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",21-12-2018 03:00:00,38,73,14,NO2
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",21-12-2018 03:00:00,4,4,3,NH3
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",21-12-2018 03:00:00,7,11,4,SO2
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",21-12-2018 03:00:00,29,56,1,CO
India,Madhya Pradesh,Dewas,"Bhopal Chauraha, Dewas - MPPCB",21-12-2018 03:00:00,120,159,64,OZONE
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",21-12-2018 03:00:00,190,324,53,PM2.5
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",21-12-2018 03:00:00,165,272,90,PM10
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",21-12-2018 03:00:00,34,100,8,NO2
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",21-12-2018 03:00:00,3,9,1,NH3
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",21-12-2018 03:00:00,43,110,23,SO2
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",21-12-2018 03:00:00,40,77,18,CO
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",21-12-2018 03:00:00,75,111,29,OZONE
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",21-12-2018 03:00:00,104,231,47,PM2.5
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",21-12-2018 03:00:00,114,172,72,PM10
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",21-12-2018 03:00:00,22,56,10,NO2
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",21-12-2018 03:00:00,4,6,3,NH3
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",21-12-2018 03:00:00,19,74,8,SO2
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",21-12-2018 03:00:00,21,46,15,CO
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",21-12-2018 03:00:00,92,118,39,OZONE
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - MPPCB",21-12-2018 03:00:00,18,51,1,PM2.5
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - MPPCB",21-12-2018 03:00:00,148,500,49,PM10
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - MPPCB",21-12-2018 03:00:00,51,55,49,SO2
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - MPPCB",21-12-2018 03:00:00,100,108,80,CO
