Country,State,city,place,lastupdate,Avg,Max,Min,Pollutants
India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",21-12-2018 03:00:00,337,448,122,PM2.5
India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",21-12-2018 03:00:00,318,500,126,PM10
India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",21-12-2018 03:00:00,36,76,17,NO2
India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",21-12-2018 03:00:00,4,6,2,NH3
India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",21-12-2018 03:00:00,40,68,18,SO2
India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",21-12-2018 03:00:00,53,114,14,CO
India,Madhya Pradesh,Singrauli,"Vindhyachal STPS, Singrauli - MPPCB",21-12-2018 03:00:00,64,130,6,OZONE
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",21-12-2018 03:00:00,214,410,47,PM2.5
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",21-12-2018 03:00:00,161,357,70,PM10
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",21-12-2018 03:00:00,53,120,18,NO2
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",21-12-2018 03:00:00,8,13,4,NH3
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",21-12-2018 03:00:00,12,26,5,SO2
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",21-12-2018 03:00:00,53,108,19,CO
India,Madhya Pradesh,Ujjain,"Mahakaleshwar Temple, Ujjain - MPPCB",21-12-2018 03:00:00,88,154,1,OZONE
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",21-12-2018 03:00:00,96,188,40,PM2.5
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",21-12-2018 03:00:00,102,200,40,PM10
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",21-12-2018 03:00:00,22,25,19,NO2
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",21-12-2018 03:00:00,5,5,5,NH3
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",21-12-2018 03:00:00,6,11,1,SO2
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",21-12-2018 03:00:00,35,106,8,CO
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",21-12-2018 03:00:00,64,102,3,OZONE
India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",21-12-2018 03:00:00,101,263,38,PM2.5
India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",21-12-2018 03:00:00,113,183,70,PM10
India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",21-12-2018 03:00:00,27,52,14,NO2
India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",21-12-2018 03:00:00,9,11,7,NH3
India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",21-12-2018 03:00:00,12,34,10,SO2
India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",21-12-2018 03:00:00,17,30,8,CO
India,Maharashtra,Chandrapur,"Chandrapur, Chandrapur - MPCB",21-12-2018 03:00:00,10,11,10,OZONE
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",21-12-2018 03:00:00,NA,NA,NA,PM2.5
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",21-12-2018 03:00:00,NA,NA,NA,PM10
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",21-12-2018 03:00:00,NA,NA,NA,NO2
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",21-12-2018 03:00:00,NA,NA,NA,NH3
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",21-12-2018 03:00:00,NA,NA,NA,SO2
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",21-12-2018 03:00:00,NA,NA,NA,CO
India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",21-12-2018 03:00:00,89,255,33,PM2.5
India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",21-12-2018 03:00:00,113,171,51,PM10
India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",21-12-2018 03:00:00,83,147,42,NO2
India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",21-12-2018 03:00:00,22,44,11,SO2
India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",21-12-2018 03:00:00,98,103,59,CO
India,Maharashtra,Mumbai,"Bandra, Mumbai - MPCB",21-12-2018 03:00:00,44,63,37,OZONE
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21-12-2018 03:00:00,141,315,47,PM2.5
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21-12-2018 03:00:00,108,180,57,PM10
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21-12-2018 03:00:00,72,150,17,NO2
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21-12-2018 03:00:00,28,76,7,NH3
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21-12-2018 03:00:00,21,66,1,SO2
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21-12-2018 03:00:00,27,150,14,CO
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",21-12-2018 03:00:00,49,59,18,OZONE
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",21-12-2018 03:00:00,32,62,8,PM2.5
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",21-12-2018 03:00:00,76,120,34,PM10
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",21-12-2018 03:00:00,70,121,32,NO2
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",21-12-2018 03:00:00,4,5,4,NH3
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",21-12-2018 03:00:00,18,44,2,SO2
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",21-12-2018 03:00:00,25,116,20,CO
India,Maharashtra,Nashik,"Gangapur Road, Nashik - MPCB",21-12-2018 03:00:00,180,180,7,OZONE
India,Maharashtra,Pune,"Karve Road Pune, Pune - MPCB",21-12-2018 03:00:00,177,322,44,PM2.5
India,Maharashtra,Pune,"Karve Road Pune, Pune - MPCB",21-12-2018 03:00:00,121,233,22,PM10
India,Maharashtra,Pune,"Karve Road Pune, Pune - MPCB",21-12-2018 03:00:00,16,24,12,NO2
India,Maharashtra,Pune,"Karve Road Pune, Pune - MPCB",21-12-2018 03:00:00,89,110,70,SO2
India,Maharashtra,Pune,"Karve Road Pune, Pune - MPCB",21-12-2018 03:00:00,102,151,95,CO
India,Maharashtra,Pune,"Karve Road Pune, Pune - MPCB",21-12-2018 03:00:00,11,12,11,OZONE
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",21-12-2018 03:00:00,105,294,31,PM2.5
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",21-12-2018 03:00:00,142,411,41,PM10
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",21-12-2018 03:00:00,87,153,52,NO2
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",21-12-2018 03:00:00,13,15,12,SO2
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",21-12-2018 03:00:00,79,157,47,CO
India,Maharashtra,Solapur,"Solapur, Solapur - MPCB",21-12-2018 03:00:00,44,76,12,OZONE
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",21-12-2018 03:00:00,86,154,50,PM2.5
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",21-12-2018 03:00:00,122,174,85,PM10
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",21-12-2018 03:00:00,111,212,30,NO2
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",21-12-2018 03:00:00,4,6,2,NH3
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",21-12-2018 03:00:00,46,111,9,SO2
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",21-12-2018 03:00:00,38,102,6,CO
India,Maharashtra,Thane,"Pimpleshwar Mandir, Thane - MPCB",21-12-2018 03:00:00,26,87,1,OZONE
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21-12-2018 03:00:00,203,441,58,PM2.5
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21-12-2018 03:00:00,146,423,51,PM10
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21-12-2018 03:00:00,20,62,10,NO2
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21-12-2018 03:00:00,10,18,3,NH3
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21-12-2018 03:00:00,17,19,16,SO2
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21-12-2018 03:00:00,74,96,55,CO
India,Odisha,Brajrajnagar,"GM Office, Brajrajnagar - OSPCB",21-12-2018 03:00:00,6,17,4,OZONE
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",21-12-2018 03:00:00,NA,NA,NA,PM2.5
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",21-12-2018 03:00:00,NA,NA,NA,NO2
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",21-12-2018 03:00:00,2,2,2,NH3
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",21-12-2018 03:00:00,15,29,8,SO2
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",21-12-2018 03:00:00,101,121,80,CO
India,Odisha,Talcher,"Talcher Coalfields,Talcher - OSPCB",21-12-2018 03:00:00,8,16,1,OZONE
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",21-12-2018 03:00:00,90,172,54,PM2.5
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",21-12-2018 03:00:00,108,154,72,PM10
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",21-12-2018 03:00:00,44,53,28,NO2
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",21-12-2018 03:00:00,2,3,1,NH3
India,Punjab,Amritsar,"Golden Temple, Amritsar - PPCB",21-12-2018 03:00:00,14,30,11,OZONE
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",21-12-2018 03:00:00,77,99,50,PM2.5
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",21-12-2018 03:00:00,118,223,59,PM10
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",21-12-2018 03:00:00,18,29,2,NO2
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",21-12-2018 03:00:00,10,15,3,SO2
India,Punjab,Bathinda,"Hardev Nagar, Bathinda - PPCB",21-12-2018 03:00:00,22,37,12,CO
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",21-12-2018 03:00:00,73,109,51,PM2.5
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",21-12-2018 03:00:00,72,102,50,PM10
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",21-12-2018 03:00:00,24,24,24,NO2
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",21-12-2018 03:00:00,7,7,7,NH3
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",21-12-2018 03:00:00,5,15,2,SO2
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",21-12-2018 03:00:00,16,23,14,CO
India,Punjab,Jalandhar,"Civil Line, Jalandhar - PPCB",21-12-2018 03:00:00,12,31,1,OZONE
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",21-12-2018 03:00:00,96,148,62,PM2.5
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",21-12-2018 03:00:00,119,153,93,PM10
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",21-12-2018 03:00:00,43,71,28,NO2
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",21-12-2018 03:00:00,2,3,2,NH3
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",21-12-2018 03:00:00,39,85,18,SO2
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",21-12-2018 03:00:00,18,61,12,CO
India,Punjab,Khanna,"Kalal Majra, Khanna - PPCB",21-12-2018 03:00:00,5,8,1,OZONE
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",21-12-2018 03:00:00,110,260,30,PM2.5
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",21-12-2018 03:00:00,124,155,90,PM10
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",21-12-2018 03:00:00,16,47,14,NO2
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",21-12-2018 03:00:00,11,12,10,NH3
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",21-12-2018 03:00:00,21,21,21,CO
India,Punjab,Ludhiana,"Punjab Agricultural University, Ludhiana - PPCB",21-12-2018 03:00:00,25,33,4,OZONE
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-12-2018 03:00:00,240,320,85,PM2.5
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-12-2018 03:00:00,232,336,120,PM10
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-12-2018 03:00:00,21,22,19,NO2
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-12-2018 03:00:00,3,3,3,NH3
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-12-2018 03:00:00,12,31,6,SO2
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-12-2018 03:00:00,114,121,106,CO
India,Punjab,Mandi Gobindgarh,"RIMT University, Mandi Gobindgarh - PPCB",21-12-2018 03:00:00,18,41,6,OZONE
India,Punjab,Patiala,"Model Town, Patiala - PPCB",21-12-2018 03:00:00,157,218,94,PM2.5
India,Punjab,Patiala,"Model Town, Patiala - PPCB",21-12-2018 03:00:00,154,212,118,PM10
India,Punjab,Patiala,"Model Town, Patiala - PPCB",21-12-2018 03:00:00,39,56,25,NO2
India,Punjab,Patiala,"Model Town, Patiala - PPCB",21-12-2018 03:00:00,8,10,8,NH3
India,Punjab,Patiala,"Model Town, Patiala - PPCB",21-12-2018 03:00:00,11,20,7,SO2
India,Punjab,Patiala,"Model Town, Patiala - PPCB",21-12-2018 03:00:00,41,104,28,CO
India,Punjab,Patiala,"Model Town, Patiala - PPCB",21-12-2018 03:00:00,18,29,2,OZONE
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - PPCB",21-12-2018 03:00:00,141,309,67,PM2.5
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - PPCB",21-12-2018 03:00:00,142,295,57,PM10
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - PPCB",21-12-2018 03:00:00,15,17,2,NO2
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - PPCB",21-12-2018 03:00:00,9,10,8,SO2
India,Punjab,Rupnagar,"Ratanpura, Rupnagar - PPCB",21-12-2018 03:00:00,25,29,20,CO
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",21-12-2018 03:00:00,160,331,63,PM2.5
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",21-12-2018 03:00:00,112,217,60,PM10
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",21-12-2018 03:00:00,76,147,26,NO2
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",21-12-2018 03:00:00,12,16,8,NH3
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",21-12-2018 03:00:00,14,27,5,SO2
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",21-12-2018 03:00:00,40,134,9,CO
India,Rajasthan,Ajmer,"Civil Lines,  Ajmer - RSPCB",21-12-2018 03:00:00,58,118,9,OZONE
India,Rajasthan,Alwar,"Moti Doongri, Alwar, Rajasthan - RSPCB",21-12-2018 03:00:00,114,245,12,PM2.5
India,Rajasthan,Alwar,"Moti Doongri, Alwar, Rajasthan - RSPCB",21-12-2018 03:00:00,100,150,33,PM10
India,Rajasthan,Alwar,"Moti Doongri, Alwar, Rajasthan - RSPCB",21-12-2018 03:00:00,101,163,54,NO2
India,Rajasthan,Alwar,"Moti Doongri, Alwar, Rajasthan - RSPCB",21-12-2018 03:00:00,8,9,6,NH3
India,Rajasthan,Alwar,"Moti Doongri, Alwar, Rajasthan - RSPCB",21-12-2018 03:00:00,21,38,2,SO2
India,Rajasthan,Alwar,"Moti Doongri, Alwar, Rajasthan - RSPCB",21-12-2018 03:00:00,46,110,1,CO
India,Rajasthan,Alwar,"Moti Doongri, Alwar, Rajasthan - RSPCB",21-12-2018 03:00:00,48,89,9,OZONE
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00:00,336,456,130,PM2.5
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00:00,396,500,145,PM10
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00:00,68,122,39,NO2
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00:00,3,5,2,NH3
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00:00,36,80,8,SO2
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00:00,47,108,33,CO
India,Rajasthan,Bhiwadi,"RIICO Ind. Area III, Bhiwadi, Rajasthan - RSPCB",21-12-2018 03:00:00,34,63,1,OZONE
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,108,335,1,PM2.5
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,74,123,6,PM10
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,66,102,24,NO2
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,5,9,2,NH3
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,12,34,3,SO2
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,78,133,29,CO
India,Rajasthan,Jaipur,"Adarsh Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,62,127,1,OZONE
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00:00,276,436,78,PM2.5
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00:00,214,405,71,PM10
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00:00,55,139,1,NO2
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00:00,NA,NA,NA,NH3
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00:00,13,16,9,SO2
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00:00,37,117,4,CO
India,Rajasthan,Jaipur,"Police Commissionerate, Jaipur - RSPCB",21-12-2018 03:00:00,39,77,7,OZONE
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,253,379,82,PM2.5
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,176,391,105,PM10
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,66,100,38,NO2
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,7,9,5,NH3
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,18,33,1,SO2
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,77,150,28,CO
India,Rajasthan,Jaipur,"Shastri Nagar, Jaipur - RSPCB",21-12-2018 03:00:00,45,96,2,OZONE
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00:00,238,418,45,PM2.5
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00:00,204,428,103,PM10
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00:00,53,76,42,NO2
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00:00,19,45,1,SO2
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00:00,42,120,4,CO
India,Rajasthan,Jodhpur,"Collectorate, Jodhpur - RSPCB",21-12-2018 03:00:00,67,109,60,OZONE
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00:00,187,352,53,PM2.5
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00:00,156,297,50,PM10
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00:00,48,68,32,NO2
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00:00,7,14,3,NH3
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00:00,14,32,8,SO2
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00:00,37,102,2,CO
India,Rajasthan,Kota,"Shrinath Puram, Kota - RSPCB",21-12-2018 03:00:00,27,49,5,OZONE
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00:00,98,300,37,PM2.5
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00:00,111,194,68,PM10
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00:00,44,84,25,NO2
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00:00,8,9,5,NH3
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00:00,10,20,3,SO2
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00:00,52,130,27,CO
India,Rajasthan,Pali,"Indira Colony Vistar, Pali - RSPCB",21-12-2018 03:00:00,45,90,4,OZONE
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00:00,161,349,58,PM2.5
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00:00,193,429,89,PM10
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00:00,25,37,15,NO2
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00:00,6,12,3,NH3
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00:00,16,28,7,SO2
India,Rajasthan,Udaipur,"Ashok Nagar, Udaipur - RSPCB",21-12-2018 03:00:00,56,159,26,CO
